1.000000	0.000000
1.000000	0.016667
1.000000	0.033333
1.000000	0.050000
1.000000	0.066667
1.000000	0.083333
1.000000	0.100000
1.000000	0.116667
0.992424	0.133333
0.984848	0.150000
0.977273	0.166667
0.973485	0.183333
0.969697	0.200000
0.969697	0.216667
0.969697	0.233333
0.965909	0.250000
0.958333	0.266667
0.954545	0.283333
0.954545	0.300000
0.954545	0.316667
0.950758	0.333333
0.950758	0.350000
0.950758	0.366667
0.935606	0.383333
0.909091	0.400000
0.901515	0.416667
0.893939	0.433333
0.871212	0.450000
0.859848	0.466667
0.852273	0.483333
0.852273	0.500000
0.837121	0.516667
0.833333	0.533333
0.825758	0.550000
0.818182	0.566667
0.810606	0.583333
0.810606	0.600000
0.799242	0.616667
0.799242	0.633333
0.784091	0.650000
0.765152	0.666667
0.750000	0.683333
0.742424	0.700000
0.734848	0.716667
0.727273	0.733333
0.719697	0.750000
0.719697	0.766667
0.715909	0.783333
0.704545	0.800000
0.693182	0.816667
0.685606	0.833333
0.674242	0.850000
0.670455	0.866667
0.662879	0.883333
0.662879	0.900000
0.655303	0.916667
0.655303	0.933333
0.647727	0.950000
0.647727	0.966667
0.647727	0.983333
0.640152	1.000000
0.640152	1.016667
0.632576	1.033333
0.632576	1.050000
0.632576	1.066667
0.625000	1.083333
0.621212	1.100000
0.617424	1.116667
0.617424	1.133333
0.617424	1.150000
0.617424	1.166667
0.617424	1.183333
0.609848	1.200000
0.609848	1.216667
0.609848	1.233333
0.609848	1.250000
0.609848	1.266667
0.609848	1.283333
0.609848	1.300000
0.609848	1.316667
0.609848	1.333333
0.606061	1.350000
0.606061	1.366667
0.606061	1.383333
0.606061	1.400000
0.606061	1.416667
0.606061	1.433333
0.602273	1.450000
0.602273	1.466667
0.602273	1.483333
0.598485	1.500000
0.594697	1.516667
0.594697	1.533333
0.594697	1.550000
0.594697	1.566667
0.594697	1.583333
0.594697	1.600000
0.594697	1.616667
0.594697	1.633333
0.594697	1.650000
0.594697	1.666667
0.594697	1.683333
0.594697	1.700000
0.590909	1.716667
0.590909	1.733333
0.590909	1.750000
0.590909	1.766667
0.587121	1.783333
0.587121	1.800000
0.587121	1.816667
0.583333	1.833333
0.583333	1.850000
0.575758	1.866667
0.571970	1.883333
0.564394	1.900000
0.556818	1.916667
0.553030	1.933333
0.549242	1.950000
0.534091	1.966667
0.526515	1.983333
0.522727	2.000000
0.522727	2.016667
0.518939	2.033333
0.511364	2.050000
0.500000	2.066667
0.492424	2.083333
0.481061	2.100000
0.481061	2.116667
0.481061	2.133333
0.477273	2.150000
0.477273	2.166667
0.473485	2.183333
0.473485	2.200000
0.454545	2.216667
0.454545	2.233333
0.450758	2.250000
0.446970	2.266667
0.446970	2.283333
0.443182	2.300000
0.439394	2.316667
0.439394	2.333333
0.439394	2.350000
0.435606	2.366667
0.435606	2.383333
0.435606	2.400000
0.435606	2.416667
0.435606	2.433333
0.431818	2.450000
0.428030	2.466667
0.424242	2.483333
0.424242	2.500000
0.424242	2.516667
0.424242	2.533333
0.424242	2.550000
0.420455	2.566667
0.420455	2.583333
0.420455	2.600000
0.409091	2.616667
0.405303	2.633333
0.401515	2.650000
0.397727	2.666667
0.393939	2.683333
0.390152	2.700000
0.386364	2.716667
0.382576	2.733333
0.375000	2.750000
0.375000	2.766667
0.371212	2.783333
0.371212	2.800000
0.371212	2.816667
0.371212	2.833333
0.371212	2.850000
0.367424	2.866667
0.367424	2.883333
0.363636	2.900000
0.359848	2.916667
0.356061	2.933333
0.348485	2.950000
0.348485	2.966667
0.348485	2.983333
0.348485	3.000000
0.348485	3.016667
0.344697	3.033333
0.340909	3.050000
0.340909	3.066667
0.333333	3.083333
0.329545	3.100000
0.329545	3.116667
0.329545	3.133333
0.329545	3.150000
0.325758	3.166667
0.325758	3.183333
0.321970	3.200000
0.314394	3.216667
0.314394	3.233333
0.314394	3.250000
0.314394	3.266667
0.314394	3.283333
0.314394	3.300000
0.310606	3.316667
0.310606	3.333333
0.310606	3.350000
0.310606	3.366667
0.306818	3.383333
0.303030	3.400000
0.299242	3.416667
0.295455	3.433333
0.295455	3.450000
0.287879	3.466667
0.284091	3.483333
0.276515	3.500000
0.276515	3.516667
0.276515	3.533333
0.276515	3.550000
0.276515	3.566667
0.276515	3.583333
0.272727	3.600000
0.272727	3.616667
0.272727	3.633333
0.272727	3.650000
0.272727	3.666667
0.272727	3.683333
0.272727	3.700000
0.268939	3.716667
0.268939	3.733333
0.268939	3.750000
0.265152	3.766667
0.261364	3.783333
0.261364	3.800000
0.261364	3.816667
0.257576	3.833333
0.257576	3.850000
0.257576	3.866667
0.250000	3.883333
0.246212	3.900000
0.246212	3.916667
0.246212	3.933333
0.246212	3.950000
0.246212	3.966667
0.246212	3.983333
0.246212	4.000000
0.246212	4.016667
0.246212	4.033333
0.246212	4.050000
0.246212	4.066667
0.246212	4.083333
0.246212	4.100000
0.242424	4.116667
0.238636	4.133333
0.238636	4.150000
0.234848	4.166667
0.234848	4.183333
0.234848	4.200000
0.234848	4.216667
0.234848	4.233333
0.219697	4.250000
0.219697	4.266667
0.219697	4.283333
0.215909	4.300000
0.215909	4.316667
0.215909	4.333333
0.215909	4.350000
0.212121	4.366667
0.212121	4.383333
0.212121	4.400000
0.212121	4.416667
0.212121	4.433333
0.212121	4.450000
0.212121	4.466667
0.212121	4.483333
0.212121	4.500000
0.212121	4.516667
0.212121	4.533333
0.212121	4.550000
0.212121	4.566667
0.212121	4.583333
0.208333	4.600000
0.208333	4.616667
0.204545	4.633333
0.204545	4.650000
0.204545	4.666667
0.204545	4.683333
0.204545	4.700000
0.204545	4.716667
0.200758	4.733333
0.200758	4.750000
0.200758	4.766667
0.200758	4.783333
0.200758	4.800000
0.200758	4.816667
0.200758	4.833333
0.200758	4.850000
0.200758	4.866667
0.200758	4.883333
0.196970	4.900000
0.196970	4.916667
0.196970	4.933333
0.196970	4.950000
0.196970	4.966667
0.196970	4.983333
0.196970	5.000000
0.193182	5.016667
0.193182	5.033333
0.193182	5.050000
0.193182	5.066667
0.193182	5.083333
0.193182	5.100000
0.193182	5.116667
0.189394	5.133333
0.189394	5.150000
0.189394	5.166667
0.189394	5.183333
0.189394	5.200000
0.189394	5.216667
0.189394	5.233333
0.189394	5.250000
0.185606	5.266667
0.185606	5.283333
0.185606	5.300000
0.185606	5.316667
0.185606	5.333333
0.185606	5.350000
